ID,label,Usage
7667,horse,Public
7670,frog,Public
7671,deer,Public
7672,cat,Public
7673,horse,Public
7676,frog,Public
7677,deer,Public
7678,dog,Public
7680,dog,Public
7681,cat,Public
7682,cat,Public
7683,horse,Public
7684,automobile,Public
7685,horse,Public
7687,horse,Public
7689,bird,Public
7691,deer,Public
7692,truck,Public
7693,truck,Public
7694,ship,Public
7695,truck,Public
7696,ship,Public
7700,dog,Public
7701,airplane,Public
7702,frog,Public
7704,truck,Public
7706,frog,Public
7707,automobile,Public
7708,automobile,Public
7710,automobile,Public
7711,frog,Public
7714,bird,Public
7715,bird,Public
7716,frog,Public
7717,ship,Public
7718,horse,Public
7720,cat,Public
7722,automobile,Public
7723,automobile,Public
7724,automobile,Public
7725,dog,Public
7726,horse,Public
7728,airplane,Public
7729,automobile,Public
7731,ship,Public
7732,airplane,Public
7733,frog,Public
7734,deer,Public
7735,cat,Public
7737,horse,Public
7738,ship,Public
7743,dog,Public
7744,deer,Public
7745,ship,Public
7746,bird,Public
7747,truck,Public
7750,cat,Public
7751,dog,Public
7752,deer,Public
7753,truck,Public
7754,cat,Public
7755,frog,Public
7756,dog,Public
7758,airplane,Public
7760,truck,Public
7761,truck,Public
7762,bird,Public
7763,frog,Public
7764,truck,Public
7765,truck,Public
7766,cat,Public
7767,bird,Public
7768,deer,Public
7769,cat,Public
7771,airplane,Public
7772,cat,Public
7773,airplane,Public
7775,automobile,Public
7777,dog,Public
7778,automobile,Public
7780,dog,Public
7782,horse,Public
7783,airplane,Public
7784,bird,Public
7785,airplane,Public
7786,dog,Public
7787,truck,Public
7788,deer,Public
7789,airplane,Public
7790,cat,Public
7791,ship,Public
7792,truck,Public
7793,airplane,Public
7794,truck,Public
7795,ship,Public
7796,frog,Public
7797,automobile,Public
7799,horse,Public
7800,frog,Public
7802,airplane,Public
7803,cat,Public
7804,cat,Public
7807,frog,Public
7808,bird,Public
7809,airplane,Public
7810,horse,Public
7811,airplane,Public
7813,cat,Public
7814,horse,Public
7816,dog,Public
7817,horse,Public
7818,horse,Public
7820,horse,Public
7822,automobile,Public
7823,deer,Public
7825,frog,Public
7826,frog,Public
7827,airplane,Public
7828,automobile,Public
7832,horse,Public
7833,automobile,Public
7835,ship,Public
7836,cat,Public
7838,cat,Public
7839,truck,Public
7840,cat,Public
7841,bird,Public
7842,automobile,Public
7843,airplane,Public
7844,frog,Public
7847,dog,Public
7849,frog,Public
7850,horse,Public
7851,bird,Public
7852,deer,Public
7854,bird,Public
7855,truck,Public
7857,truck,Public
7858,ship,Public
7859,bird,Public
7860,airplane,Public
7861,frog,Public
7862,automobile,Public
7864,horse,Public
7865,dog,Public
7866,airplane,Public
7867,frog,Public
7868,frog,Public
7870,cat,Public
7871,dog,Public
7872,ship,Public
7874,dog,Public
7875,horse,Public
7876,automobile,Public
7877,ship,Public
7880,automobile,Public
7881,deer,Public
7882,frog,Public
7883,bird,Public
7885,automobile,Public
7889,bird,Public
7890,airplane,Public
7891,bird,Public
7892,truck,Public
7893,truck,Public
7895,horse,Public
7897,deer,Public
7898,bird,Public
7899,airplane,Public
7900,frog,Public
7901,ship,Public
7903,truck,Public
7905,truck,Public
7909,dog,Public
7910,cat,Public
7911,deer,Public
7912,frog,Public
7913,automobile,Public
7914,automobile,Public
7915,airplane,Public
7916,automobile,Public
7917,frog,Public
7918,truck,Public
7919,frog,Public
7920,bird,Public
7921,truck,Public
7922,dog,Public
7924,horse,Public
7925,cat,Public
7926,airplane,Public
7928,frog,Public
7929,cat,Public
7930,bird,Public
7931,airplane,Public
7932,cat,Public
7933,cat,Public
7934,deer,Public
7935,ship,Public
7936,dog,Public
7937,automobile,Public
7938,frog,Public
7939,dog,Public
7940,horse,Public
7941,horse,Public
7943,bird,Public
7945,truck,Public
7946,horse,Public
7947,cat,Public
7948,ship,Public
7950,ship,Public
7951,frog,Public
7953,bird,Public
7954,automobile,Public
7955,deer,Public
7957,deer,Public
7959,frog,Public
7960,frog,Public
7961,truck,Public
7962,horse,Public
7963,bird,Public
7965,frog,Public
7966,airplane,Public
7967,ship,Public
7968,frog,Public
7969,frog,Public
7971,airplane,Public
7972,airplane,Public
7974,ship,Public
7975,bird,Public
7976,frog,Public
7977,frog,Public
7978,automobile,Public
7979,dog,Public
7980,airplane,Public
7981,truck,Public
7982,dog,Public
7983,frog,Public
7984,automobile,Public
7985,deer,Public
7986,airplane,Public
7987,horse,Public
7988,cat,Public
7990,horse,Public
7991,truck,Public
7993,automobile,Public
7995,frog,Public
8000,cat,Public
8002,automobile,Public
8003,frog,Public
8004,truck,Public
8005,deer,Public
8006,ship,Public
8007,ship,Public
8009,frog,Public
8010,frog,Public
8011,bird,Public
8012,cat,Public
8013,truck,Public
8014,cat,Public
8015,ship,Public
8016,frog,Public
8017,bird,Public
8019,airplane,Public
8020,bird,Public
8021,dog,Public
8022,frog,Public
8023,ship,Public
8024,airplane,Public
8025,bird,Public
8026,bird,Public
8032,ship,Public
8033,bird,Public
8034,frog,Public
8035,frog,Public
8037,horse,Public
8038,bird,Public
8039,horse,Public
8041,dog,Public
8042,cat,Public
8043,ship,Public
8044,bird,Public
8045,airplane,Public
8046,ship,Public
8048,deer,Public
8049,ship,Public
8050,deer,Public
8052,dog,Public
8053,horse,Public
8054,frog,Public
8056,bird,Public
8057,cat,Public
8058,ship,Public
8059,automobile,Public
8061,frog,Public
8062,truck,Public
8063,airplane,Public
8065,horse,Public
8067,deer,Public
8068,cat,Public
8069,deer,Public
8071,ship,Public
8072,frog,Public
8073,airplane,Public
8074,ship,Public
8075,ship,Public
8078,bird,Public
8080,airplane,Public
8081,deer,Public
8083,cat,Public
8084,airplane,Public
8085,frog,Public
8086,automobile,Public
8088,truck,Public
8089,cat,Public
8090,truck,Public
8091,automobile,Public
8092,frog,Public
8094,automobile,Public
8095,automobile,Public
8097,airplane,Public
8098,airplane,Public
8099,airplane,Public
8100,airplane,Public
8103,airplane,Public
8104,truck,Public
8107,horse,Public
8108,automobile,Public
8109,frog,Public
8112,ship,Public
8113,bird,Public
8114,ship,Public
8115,deer,Public
8116,horse,Public
8117,airplane,Public
8118,deer,Public
8119,airplane,Public
8121,ship,Public
8122,bird,Public
8123,cat,Public
8127,truck,Public
8129,frog,Public
8130,horse,Public
8131,automobile,Public
8134,cat,Public
8135,dog,Public
8136,automobile,Public
8140,cat,Public
8141,dog,Public
8142,truck,Public
8143,horse,Public
8144,deer,Public
8145,bird,Public
8146,truck,Public
8147,truck,Public
8148,airplane,Public
8149,bird,Public
8151,ship,Public
8153,truck,Public
8155,dog,Public
8156,airplane,Public
8157,dog,Public
8159,cat,Public
8160,truck,Public
8161,airplane,Public
8162,cat,Public
8163,cat,Public
8164,ship,Public
8165,cat,Public
8166,bird,Public
8167,bird,Public
8168,dog,Public
8169,ship,Public
8171,frog,Public
8173,bird,Public
8174,bird,Public
8175,automobile,Public
8179,bird,Public
8180,cat,Public
8181,ship,Public
8182,automobile,Public
8183,bird,Public
8187,bird,Public
8189,dog,Public
8190,automobile,Public
8191,airplane,Public
8192,automobile,Public
8193,bird,Public
8194,cat,Public
8196,bird,Public
8199,dog,Public
8200,airplane,Public
8201,airplane,Public
8202,automobile,Public
8204,horse,Public
8205,dog,Public
8207,frog,Public
8210,airplane,Public
8211,cat,Public
8212,ship,Public
8216,frog,Public
8217,automobile,Public
8218,airplane,Public
8219,bird,Public
8220,bird,Public
8221,frog,Public
8223,ship,Public
8225,cat,Public
8227,truck,Public
8228,automobile,Public
8229,automobile,Public
8230,ship,Public
8233,automobile,Public
8234,deer,Public
8236,ship,Public
8237,deer,Public
8238,bird,Public
8239,horse,Public
8240,dog,Public
8241,dog,Public
8242,ship,Public
8243,airplane,Public
8245,automobile,Public
8246,truck,Public
8248,deer,Public
8249,ship,Public
8250,airplane,Public
8251,ship,Public
8252,cat,Public
8254,frog,Public
8255,deer,Public
8256,cat,Public
8257,frog,Public
8258,deer,Public
8259,airplane,Public
8260,cat,Public
8261,deer,Public
8263,cat,Public
8264,deer,Public
8265,bird,Public
8266,dog,Public
8267,cat,Public
8268,ship,Public
8269,airplane,Public
8270,dog,Public
8271,ship,Public
8273,airplane,Public
8274,ship,Public
8275,dog,Public
8276,bird,Public
8277,dog,Public
8279,ship,Public
8280,deer,Public
8281,bird,Public
8284,ship,Public
8285,ship,Public
8286,cat,Public
8287,cat,Public
8288,dog,Public
8289,cat,Public
8291,truck,Public
8292,dog,Public
8293,airplane,Public
8294,frog,Public
8295,automobile,Public
8296,truck,Public
8297,airplane,Public
8298,airplane,Public
8299,truck,Public
8300,horse,Public
8302,ship,Public
8303,cat,Public
8304,truck,Public
8305,bird,Public
8306,automobile,Public
8307,horse,Public
8308,automobile,Public
8309,truck,Public
8310,frog,Public
8312,horse,Public
8313,horse,Public
8314,airplane,Public
8316,horse,Public
8317,horse,Public
8318,truck,Public
8319,truck,Public
8320,cat,Public
8322,bird,Public
8325,bird,Public
8328,truck,Public
8329,dog,Public
8330,ship,Public
8331,cat,Public
8332,deer,Public
8333,automobile,Public
8335,dog,Public
8336,frog,Public
8338,ship,Public
8339,deer,Public
8341,bird,Public
8342,bird,Public
8343,airplane,Public
8344,horse,Public
8345,frog,Public
8347,automobile,Public
8348,bird,Public
8349,ship,Public
8350,cat,Public
8351,automobile,Public
8354,dog,Public
8356,airplane,Public
8357,cat,Public
8358,horse,Public
8359,ship,Public
8360,airplane,Public
8361,horse,Public
8362,deer,Public
8366,airplane,Public
8367,bird,Public
8368,horse,Public
8370,horse,Public
8371,cat,Public
8373,horse,Public
8374,dog,Public
8375,automobile,Public
8377,airplane,Public
8378,bird,Public
8379,deer,Public
8380,deer,Public
8381,cat,Public
8383,airplane,Public
8384,airplane,Public
8385,ship,Public
8386,cat,Public
8388,airplane,Public
8389,truck,Public
8390,automobile,Public
8391,horse,Public
8392,horse,Public
8393,airplane,Public
8395,truck,Public
8398,ship,Public
8399,dog,Public
8401,dog,Public
8402,ship,Public
8403,truck,Public
8404,deer,Public
8405,deer,Public
8406,deer,Public
8407,ship,Public
8408,dog,Public
8409,cat,Public
8410,horse,Public
8412,bird,Public
8413,dog,Public
8416,deer,Public
8417,truck,Public
8418,deer,Public
8419,bird,Public
8420,automobile,Public
8423,cat,Public
8424,deer,Public
8426,airplane,Public
8427,automobile,Public
8428,automobile,Public
8429,truck,Public
8430,ship,Public
8431,horse,Public
8432,frog,Public
8433,automobile,Public
8434,frog,Public
8435,cat,Public
8436,truck,Public
8437,frog,Public
8438,airplane,Public
8439,bird,Public
8440,truck,Public
8441,bird,Public
8442,truck,Public
8444,airplane,Public
8446,ship,Public
8450,automobile,Public
8451,automobile,Public
8452,airplane,Public
8453,dog,Public
8455,bird,Public
8456,ship,Public
8457,deer,Public
8458,dog,Public
8460,bird,Public
8461,frog,Public
8462,horse,Public
8463,deer,Public
8465,dog,Public
8466,horse,Public
8467,frog,Public
8468,cat,Public
8469,ship,Public
8470,horse,Public
8473,deer,Public
8474,deer,Public
8475,frog,Public
8478,bird,Public
8479,airplane,Public
8480,truck,Public
8482,horse,Public
8483,bird,Public
8484,ship,Public
8485,ship,Public
8487,automobile,Public
8491,deer,Public
8493,frog,Public
8494,truck,Public
8495,dog,Public
8496,ship,Public
8497,dog,Public
8498,dog,Public
8499,horse,Public
8500,horse,Public
8502,truck,Public
8504,cat,Public
8505,deer,Public
8506,truck,Public
8507,truck,Public
8508,cat,Public
8509,horse,Public
8510,frog,Public
8511,truck,Public
8512,dog,Public
8513,ship,Public
8515,frog,Public
8516,airplane,Public
8518,truck,Public
8522,horse,Public
8524,deer,Public
8525,airplane,Public
8526,ship,Public
8527,ship,Public
8528,frog,Public
8529,bird,Public
8531,bird,Public
8532,ship,Public
8533,truck,Public
8534,horse,Public
8535,bird,Public
8537,bird,Public
8540,truck,Public
8542,deer,Public
8543,ship,Public
8544,bird,Public
8546,frog,Public
8547,horse,Public
8548,automobile,Public
8551,automobile,Public
8554,airplane,Public
8555,deer,Public
8557,automobile,Public
8559,airplane,Public
8560,automobile,Public
8564,automobile,Public
8565,frog,Public
8566,truck,Public
8568,truck,Public
8569,truck,Public
8570,airplane,Public
8571,automobile,Public
8573,horse,Public
8574,automobile,Public
8579,airplane,Public
8580,dog,Public
8583,deer,Public
8585,dog,Public
8586,bird,Public
8587,dog,Public
8588,truck,Public
8589,ship,Public
8591,dog,Public
8593,cat,Public
8595,ship,Public
8596,horse,Public
8597,horse,Public
8598,frog,Public
8599,cat,Public
8600,cat,Public
8602,dog,Public
8603,truck,Public
8604,frog,Public
8605,horse,Public
8606,horse,Public
8607,cat,Public
8608,automobile,Public
8610,cat,Public
8612,frog,Public
8613,frog,Public
8614,truck,Public
8615,ship,Public
8616,horse,Public
8617,bird,Public
8618,frog,Public
8621,horse,Public
8624,airplane,Public
8625,horse,Public
8626,automobile,Public
8627,horse,Public
8628,bird,Public
8629,automobile,Public
8630,cat,Public
8633,truck,Public
8635,bird,Public
8638,ship,Public
8640,deer,Public
8641,horse,Public
8642,bird,Public
8643,horse,Public
8644,horse,Public
8648,frog,Public
8649,ship,Public
8650,cat,Public
8651,truck,Public
8652,frog,Public
8653,deer,Public
8654,horse,Public
8655,deer,Public
8656,airplane,Public
8657,cat,Public
8658,ship,Public
8659,truck,Public
8660,horse,Public
8661,airplane,Public
8662,airplane,Public
8663,dog,Public
8665,horse,Public
8666,ship,Public
8668,automobile,Public
8669,ship,Public
8670,bird,Public
8671,truck,Public
8673,ship,Public
8674,truck,Public
8675,dog,Public
8676,dog,Public
8677,bird,Public
8678,deer,Public
8679,ship,Public
8680,frog,Public
8681,cat,Public
8682,horse,Public
8683,bird,Public
8684,dog,Public
8685,dog,Public
8687,cat,Public
8688,horse,Public
8690,ship,Public
8691,automobile,Public
8693,automobile,Public
8694,automobile,Public
8695,horse,Public
8696,airplane,Public
8698,frog,Public
8699,horse,Public
8700,frog,Public
8701,ship,Public
8702,deer,Public
8703,airplane,Public
8704,frog,Public
8705,frog,Public
8707,bird,Public
8709,horse,Public
8710,frog,Public
8712,cat,Public
8713,horse,Public
8714,bird,Public
8716,ship,Public
8717,truck,Public
8718,ship,Public
8719,horse,Public
8720,horse,Public
8721,deer,Public
8723,cat,Public
8724,ship,Public
8725,horse,Public
8728,truck,Public
8729,truck,Public
8734,airplane,Public
8735,frog,Public
8736,automobile,Public
8737,bird,Public
8738,frog,Public
8739,cat,Public
8740,cat,Public
8741,bird,Public
8744,truck,Public
8745,horse,Public
8746,horse,Public
8747,airplane,Public
8748,dog,Public
8749,airplane,Public
8750,truck,Public
8752,horse,Public
8753,horse,Public
8754,airplane,Public
8755,truck,Public
8756,dog,Public
8757,dog,Public
8759,truck,Public
8760,airplane,Public
8761,cat,Public
8762,cat,Public
8763,truck,Public
8764,frog,Public
8765,horse,Public
8766,deer,Public
8767,ship,Public
8769,dog,Public
8770,ship,Public
8771,bird,Public
8772,automobile,Public
8773,deer,Public
8775,airplane,Public
8776,ship,Public
8777,bird,Public
8778,deer,Public
8780,automobile,Public
8781,bird,Public
8782,cat,Public
8783,airplane,Public
8785,deer,Public
8787,cat,Public
8789,truck,Public
8790,bird,Public
8791,cat,Public
8793,deer,Public
8794,dog,Public
8797,automobile,Public
8800,dog,Public
8801,bird,Public
8802,automobile,Public
8804,frog,Public
8805,deer,Public
8807,airplane,Public
8808,truck,Public
8809,cat,Public
8811,airplane,Public
8812,truck,Public
8814,airplane,Public
8815,horse,Public
8816,frog,Public
8817,frog,Public
8818,horse,Public
8819,horse,Public
8820,bird,Public
8821,frog,Public
8822,truck,Public
8823,cat,Public
8824,deer,Public
8826,automobile,Public
8828,frog,Public
8829,frog,Public
8831,ship,Public
8833,frog,Public
8834,airplane,Public
8835,deer,Public
8836,truck,Public
8837,dog,Public
8838,truck,Public
8839,truck,Public
8840,cat,Public
8842,truck,Public
8843,airplane,Public
8844,bird,Public
8845,bird,Public
8846,horse,Public
8848,dog,Public
8849,automobile,Public
8850,airplane,Public
8851,truck,Public
8852,dog,Public
8854,airplane,Public
8855,ship,Public
8856,automobile,Public
8857,automobile,Public
8858,airplane,Public
8859,airplane,Public
8860,horse,Public
8861,deer,Public
8862,ship,Public
8863,bird,Public
8864,cat,Public
8865,cat,Public
8866,bird,Public
8867,dog,Public
8871,ship,Public
8872,bird,Public
8873,frog,Public
8874,frog,Public
8875,bird,Public
8876,automobile,Public
8877,cat,Public
8878,frog,Public
8879,dog,Public
8880,ship,Public
8881,cat,Public
8882,bird,Public
8883,airplane,Public
8885,automobile,Public
8886,horse,Public
8887,truck,Public
8889,bird,Public
8890,airplane,Public
8891,deer,Public
8892,frog,Public
8893,ship,Public
8894,automobile,Public
8895,dog,Public
8896,horse,Public
8899,airplane,Public
8900,deer,Public
8901,automobile,Public
8902,horse,Public
8903,dog,Public
8904,ship,Public
8905,horse,Public
8906,deer,Public
8907,ship,Public
8908,horse,Public
8909,cat,Public
8910,horse,Public
8911,deer,Public
8912,deer,Public
8913,airplane,Public
8915,horse,Public
8916,deer,Public
8917,cat,Public
8918,dog,Public
8919,cat,Public
8921,automobile,Public
8922,horse,Public
8923,ship,Public
8924,dog,Public
8925,horse,Public
8929,dog,Public
8930,dog,Public
8932,horse,Public
8934,truck,Public
8935,airplane,Public
8936,dog,Public
8937,bird,Public
8938,frog,Public
8939,automobile,Public
8940,deer,Public
8942,airplane,Public
8944,cat,Public
8945,automobile,Public
8946,truck,Public
8947,horse,Public
8948,cat,Public
8949,dog,Public
8950,frog,Public
8951,frog,Public
8952,truck,Public
8953,ship,Public
8954,airplane,Public
8956,truck,Public
8957,frog,Public
8958,bird,Public
8959,frog,Public
8962,ship,Public
8964,airplane,Public
8965,dog,Public
8966,automobile,Public
8967,horse,Public
8968,bird,Public
8970,airplane,Public
8972,airplane,Public
8973,ship,Public
8974,automobile,Public
8975,cat,Public
8976,truck,Public
8977,horse,Public
8978,automobile,Public
8979,cat,Public
8980,frog,Public
8981,horse,Public
8982,deer,Public
8983,ship,Public
8984,frog,Public
8985,horse,Public
8986,dog,Public
8988,deer,Public
8989,cat,Public
8991,bird,Public
8992,frog,Public
8993,truck,Public
8994,dog,Public
8996,automobile,Public
8999,ship,Public
9000,truck,Public
9002,bird,Public
9003,bird,Public
9004,truck,Public
9005,airplane,Public
9006,cat,Public
9007,cat,Public
9008,automobile,Public
9009,cat,Public
9010,airplane,Public
9011,deer,Public
9012,bird,Public
9013,automobile,Public
9015,airplane,Public
9016,ship,Public
9017,bird,Public
9018,automobile,Public
9019,deer,Public
9020,deer,Public
9021,cat,Public
9022,frog,Public
9024,ship,Public
9026,truck,Public
9027,truck,Public
9028,truck,Public
9029,truck,Public
9030,frog,Public
9031,dog,Public
9032,airplane,Public
9033,ship,Public
9034,bird,Public
9035,cat,Public
9036,dog,Public
9038,ship,Public
9039,bird,Public
9040,ship,Public
9041,cat,Public
9042,deer,Public
9043,automobile,Public
9044,automobile,Public
9045,horse,Public
9046,frog,Public
9047,truck,Public
9049,automobile,Public
9050,deer,Public
9052,cat,Public
9054,bird,Public
9055,automobile,Public
9056,ship,Public
9058,airplane,Public
9059,airplane,Public
9060,airplane,Public
9061,cat,Public
9062,deer,Public
9064,ship,Public
9065,airplane,Public
9067,automobile,Public
9068,bird,Public
9069,ship,Public
9070,airplane,Public
9071,automobile,Public
9073,horse,Public
9077,ship,Public
9078,airplane,Public
9080,horse,Public
9083,horse,Public
9084,deer,Public
9086,automobile,Public
9087,horse,Public
9088,frog,Public
9089,automobile,Public
9092,truck,Public
9094,bird,Public
9096,automobile,Public
9097,airplane,Public
9098,truck,Public
9099,frog,Public
9102,bird,Public
9105,dog,Public
9107,truck,Public
9110,ship,Public
9111,horse,Public
9112,cat,Public
9113,frog,Public
9114,automobile,Public
9115,bird,Public
9116,truck,Public
9117,ship,Public
9119,automobile,Public
9121,cat,Public
9122,airplane,Public
9123,ship,Public
9124,airplane,Public
9127,frog,Public
9128,automobile,Public
9129,cat,Public
9131,frog,Public
9132,frog,Public
9133,dog,Public
9134,horse,Public
9136,cat,Public
9138,bird,Public
9139,automobile,Public
9140,truck,Public
9141,airplane,Public
9142,deer,Public
9145,bird,Public
9146,cat,Public
9148,deer,Public
9149,automobile,Public
9150,deer,Public
9152,bird,Public
9153,cat,Public
9154,deer,Public
9156,deer,Public
9157,cat,Public
9158,airplane,Public
9161,ship,Public
9162,frog,Public
9163,bird,Public
9165,cat,Public
9166,horse,Public
9167,cat,Public
9169,bird,Public
9170,truck,Public
9171,frog,Public
9173,bird,Public
9174,cat,Public
9176,bird,Public
9178,truck,Public
9179,dog,Public
9180,automobile,Public
9181,frog,Public
9182,airplane,Public
9183,cat,Public
9185,horse,Public
9186,cat,Public
9187,horse,Public
9188,truck,Public
9191,dog,Public
9192,bird,Public
9196,truck,Public
9197,dog,Public
9200,bird,Public
9204,bird,Public
9206,dog,Public
9208,horse,Public
9211,automobile,Public
9212,truck,Public
9215,horse,Public
9216,bird,Public
9217,automobile,Public
9218,bird,Public
9219,truck,Public
9220,frog,Public
9221,ship,Public
9222,airplane,Public
9223,cat,Public
9224,horse,Public
9226,horse,Public
9227,ship,Public
9228,bird,Public
9229,cat,Public
9230,truck,Public
9231,airplane,Public
9233,automobile,Public
9234,frog,Public
9235,deer,Public
9237,airplane,Public
9238,frog,Public
9239,frog,Public
9240,horse,Public
9241,bird,Public
9242,frog,Public
9244,horse,Public
9245,truck,Public
9247,frog,Public
9250,bird,Public
9251,deer,Public
9252,automobile,Public
9254,airplane,Public
9255,deer,Public
9256,bird,Public
9257,frog,Public
9258,airplane,Public
9259,ship,Public
9262,truck,Public
9264,automobile,Public
9265,dog,Public
9266,ship,Public
9268,automobile,Public
9270,ship,Public
9271,truck,Public
9273,bird,Public
9274,deer,Public
9275,dog,Public
9276,frog,Public
9278,truck,Public
9279,frog,Public
9280,horse,Public
9281,dog,Public
9284,cat,Public
9285,dog,Public
9286,deer,Public
9287,dog,Public
9289,dog,Public
9291,bird,Public
9295,horse,Public
9297,airplane,Public
9298,bird,Public
9303,truck,Public
9304,frog,Public
9305,cat,Public
9306,cat,Public
9307,ship,Public
9308,cat,Public
9309,truck,Public
9310,automobile,Public
9312,cat,Public
9313,airplane,Public
9316,horse,Public
9318,automobile,Public
9319,automobile,Public
9320,bird,Public
9321,frog,Public
9322,frog,Public
9323,automobile,Public
9324,frog,Public
9325,ship,Public
9326,airplane,Public
9328,automobile,Public
9331,bird,Public
9333,cat,Public
9335,cat,Public
9336,automobile,Public
9339,cat,Public
9340,frog,Public
9342,bird,Public
9343,deer,Public
9345,ship,Public
9346,cat,Public
9348,horse,Public
9350,deer,Public
9351,bird,Public
9352,ship,Public
9353,deer,Public
9354,deer,Public
9356,dog,Public
9359,truck,Public
9360,deer,Public
9361,frog,Public
9363,airplane,Public
9364,deer,Public
9367,ship,Public
9368,frog,Public
9370,horse,Public
9371,deer,Public
9373,automobile,Public
9374,airplane,Public
9376,airplane,Public
9378,dog,Public
9380,airplane,Public
9381,automobile,Public
9382,frog,Public
9383,truck,Public
9385,airplane,Public
9386,airplane,Public
9387,bird,Public
9388,ship,Public
9389,dog,Public
9390,deer,Public
9391,airplane,Public
9393,automobile,Public
9394,cat,Public
9395,cat,Public
9396,deer,Public
9397,truck,Public
9398,dog,Public
9400,cat,Public
9402,airplane,Public
9403,automobile,Public
9404,bird,Public
9405,bird,Public
9406,cat,Public
9408,automobile,Public
9411,ship,Public
9412,automobile,Public
9413,truck,Public
9414,airplane,Public
9416,ship,Public
9417,frog,Public
9418,airplane,Public
9419,ship,Public
9420,truck,Public
9422,cat,Public
9423,horse,Public
9424,frog,Public
9425,bird,Public
9426,truck,Public
9428,ship,Public
9429,frog,Public
9430,cat,Public
9431,airplane,Public
9432,frog,Public
9433,truck,Public
9434,dog,Public
9435,truck,Public
9437,horse,Public
9438,bird,Public
9440,automobile,Public
9441,bird,Public
9442,deer,Public
9444,horse,Public
9445,dog,Public
9447,bird,Public
9448,truck,Public
9449,bird,Public
9450,airplane,Public
9451,dog,Public
9452,horse,Public
9453,deer,Public
9454,horse,Public
9455,horse,Public
9456,bird,Public
9457,horse,Public
9458,frog,Public
9459,dog,Public
9461,dog,Public
9462,truck,Public
9464,bird,Public
9465,airplane,Public
9466,ship,Public
9467,truck,Public
9468,ship,Public
9470,ship,Public
9471,dog,Public
9472,airplane,Public
9474,horse,Public
9475,ship,Public
9476,bird,Public
9478,frog,Public
9480,cat,Public
9481,automobile,Public
9482,frog,Public
9483,frog,Public
9484,ship,Public
9487,horse,Public
9488,truck,Public
9489,ship,Public
9490,cat,Public
9493,horse,Public
9494,airplane,Public
9495,automobile,Public
9496,airplane,Public
9502,truck,Public
9503,deer,Public
9506,horse,Public
9509,automobile,Public
9511,airplane,Public
9512,truck,Public
9513,airplane,Public
9514,truck,Public
9515,ship,Public
9517,deer,Public
9523,airplane,Public
9524,bird,Public
9526,airplane,Public
9527,bird,Public
9528,ship,Public
9531,frog,Public
9533,truck,Public
9535,automobile,Public
9537,ship,Public
9538,dog,Public
9539,automobile,Public
9540,automobile,Public
9541,ship,Public
9543,airplane,Public
9546,ship,Public
9547,deer,Public
9549,horse,Public
9551,deer,Public
9553,bird,Public
9554,bird,Public
9555,frog,Public
9556,ship,Public
9557,bird,Public
9558,truck,Public
9559,bird,Public
9560,bird,Public
9561,horse,Public
9562,automobile,Public
9563,deer,Public
9565,cat,Public
9566,automobile,Public
9567,airplane,Public
9570,deer,Public
9571,cat,Public
9572,horse,Public
9573,ship,Public
9574,truck,Public
9577,automobile,Public
9578,bird,Public
9579,automobile,Public
9580,bird,Public
9581,bird,Public
9582,horse,Public
9583,automobile,Public
9584,automobile,Public
9586,bird,Public
9588,horse,Public
9589,bird,Public
9590,bird,Public
9591,horse,Public
9592,cat,Public
9594,deer,Public
9595,dog,Public
9596,automobile,Public
9597,airplane,Public
9598,bird,Public
9599,truck,Public
9600,ship,Public
9601,cat,Public
9602,truck,Public
9603,automobile,Public
9604,bird,Public
9606,dog,Public
9608,dog,Public
9609,truck,Public
9610,cat,Public
9611,automobile,Public
9612,airplane,Public
9615,airplane,Public
9617,airplane,Public
9618,ship,Public
9619,deer,Public
9621,automobile,Public
9622,horse,Public
9623,dog,Public
9624,ship,Public
9625,cat,Public
9626,frog,Public
9627,truck,Public
9628,ship,Public
9631,ship,Public
9633,cat,Public
9634,deer,Public
9635,dog,Public
9636,bird,Public
9637,frog,Public
9638,horse,Public
9639,deer,Public
9640,bird,Public
9641,horse,Public
9642,dog,Public
9643,dog,Public
9644,deer,Public
9645,ship,Public
9646,ship,Public
9647,automobile,Public
9648,cat,Public
9649,ship,Public
9650,dog,Public
9651,deer,Public
9652,ship,Public
9653,truck,Public
9654,frog,Public
9655,truck,Public
9656,deer,Public
9657,cat,Public
9659,automobile,Public
9660,bird,Public
9661,bird,Public
9663,frog,Public
9664,ship,Public
9665,ship,Public
9666,dog,Public
9668,cat,Public
9669,automobile,Public
9670,ship,Public
9671,cat,Public
9672,airplane,Public
9673,horse,Public
9675,ship,Public
9676,ship,Public
9677,truck,Public
9678,dog,Public
9679,bird,Public
9680,frog,Public
9681,deer,Public
9682,frog,Public
9683,ship,Public
9684,truck,Public
9685,ship,Public
9686,deer,Public
9687,ship,Public
9688,airplane,Public
9689,dog,Public
9690,horse,Public
9691,automobile,Public
9692,deer,Public
9693,ship,Public
9695,cat,Public
9697,airplane,Public
9699,dog,Public
9701,cat,Public
9702,truck,Public
9703,cat,Public
9704,dog,Public
9705,truck,Public
9706,truck,Public
9707,frog,Public
9708,dog,Public
9709,ship,Public
9710,frog,Public
9711,cat,Public
9712,horse,Public
9716,truck,Public
9717,bird,Public
9718,automobile,Public
9721,cat,Public
9723,ship,Public
9724,ship,Public
9726,horse,Public
